outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP1_203_33273_20130321_190648_O1_scripted.sph	33273	20130321	190648	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	38480	8000
BABEL_OP1_203_33273_20130321_192209_S9_scripted.sph	33273	20130321	192209	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	70640	8000
BABEL_OP1_203_33273_20130321_191415_T2_scripted.sph	33273	20130321	191415	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	46480	8000
BABEL_OP1_203_33273_20130321_191326_S5_scripted.sph	33273	20130321	191326	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	100960	8000
BABEL_OP1_203_33273_20130321_191255_O5_scripted.sph	33273	20130321	191255	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	46480	8000
BABEL_OP1_203_33273_20130321_191823_A1_scripted.sph	33273	20130321	191823	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	38160	8000
BABEL_OP1_203_33273_20130321_191815_S1_scripted.sph	33273	20130321	191815	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	56560	8000
BABEL_OP1_203_33273_20130321_190721_C6_scripted.sph	33273	20130321	190721	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	52400	8000
BABEL_OP1_203_33273_20130321_191009_O3_scripted.sph	33273	20130321	191009	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	38960	8000
BABEL_OP1_203_33273_20130321_191247_S2_scripted.sph	33273	20130321	191247	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	91920	8000
BABEL_OP1_203_33273_20130321_191439_D2_scripted.sph	33273	20130321	191439	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_33273_20130321_191050_O6_scripted.sph	33273	20130321	191050	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	46640	8000
BABEL_OP1_203_33273_20130321_190916_C1_scripted.sph	33273	20130321	190916	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	49360	8000
BABEL_OP1_203_33273_20130321_192158_S7_scripted.sph	33273	20130321	192158	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	66000	8000
BABEL_OP1_203_33273_20130321_192209_R1_scripted.sph	33273	20130321	192209	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	70640	8000
BABEL_OP1_203_35202_20130403_164726_S8_scripted.sph	35202	20130403	164726	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	75120	8000
BABEL_OP1_203_35202_20130403_164634_C6_scripted.sph	35202	20130403	164634	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	57360	8000
BABEL_OP1_203_35202_20130403_165014_T2_scripted.sph	35202	20130403	165014	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	56400	8000
BABEL_OP1_203_35202_20130403_164917_S2_scripted.sph	35202	20130403	164917	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	51280	8000
BABEL_OP1_203_35202_20130403_164651_T1_scripted.sph	35202	20130403	164651	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	42960	8000
BABEL_OP1_203_35202_20130403_164558_O1_scripted.sph	35202	20130403	164558	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	37840	8000
BABEL_OP1_203_35202_20130403_165144_S7_scripted.sph	35202	20130403	165144	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	75120	8000
BABEL_OP1_203_35202_20130403_164609_O8_scripted.sph	35202	20130403	164609	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	45520	8000
BABEL_OP1_203_35202_20130403_164735_C1_scripted.sph	35202	20130403	164735	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	53840	8000
BABEL_OP1_203_35202_20130403_164827_O6_scripted.sph	35202	20130403	164827	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	42160	8000
BABEL_OP1_203_35202_20130403_165004_S5_scripted.sph	35202	20130403	165004	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	52880	8000
BABEL_OP1_203_35202_20130403_164926_O5_scripted.sph	35202	20130403	164926	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	55600	8000
BABEL_OP1_203_35202_20130403_164751_O3_scripted.sph	35202	20130403	164751	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	32240	8000
BABEL_OP1_203_35202_20130403_164808_M1_scripted.sph	35202	20130403	164808	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	51920	8000
BABEL_OP1_203_35202_20130403_165156_S9_scripted.sph	35202	20130403	165156	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	76240	8000
BABEL_OP1_203_35202_20130403_165022_D2_scripted.sph	35202	20130403	165022	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	54640	8000
BABEL_OP1_203_35202_20130403_165156_R1_scripted.sph	35202	20130403	165156	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	76240	8000
BABEL_OP1_203_35202_20130403_165114_S4_scripted.sph	35202	20130403	165114	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	62000	8000
BABEL_OP1_203_35202_20130403_164622_D1_scripted.sph	35202	20130403	164622	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	77360	8000
BABEL_OP1_203_35202_20130403_164800_C4_scripted.sph	35202	20130403	164800	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	50000	8000
BABEL_OP1_203_35202_20130403_165039_S1_scripted.sph	35202	20130403	165039	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	49360	8000
BABEL_OP1_203_35202_20130403_164659_O2_scripted.sph	35202	20130403	164659	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	41040	8000
BABEL_OP1_203_35202_20130403_165122_N1_scripted.sph	35202	20130403	165122	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	46800	8000
BABEL_OP1_203_35202_20130403_164949_S6_scripted.sph	35202	20130403	164949	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	55760	8000
BABEL_OP1_203_35202_20130403_165030_S3_scripted.sph	35202	20130403	165030	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	45840	8000
BABEL_OP1_203_35202_20130403_164745_C2_scripted.sph	35202	20130403	164745	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	64240	8000
BABEL_OP1_203_35202_20130403_164955_D3_scripted.sph	35202	20130403	164955	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	32080	8000
BABEL_OP1_203_35202_20130403_165104_A1_scripted.sph	35202	20130403	165104	35202	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	18	LAOTEL	LG	42000	8000
BABEL_OP1_203_36017_20130727_200028_N1_scripted.sph	36017	20130727	200028	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	60880	8000
BABEL_OP1_203_36017_20130727_195523_O1_scripted.sph	36017	20130727	195523	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	38480	8000
BABEL_OP1_203_36017_20130727_195534_O8_scripted.sph	36017	20130727	195534	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	51280	8000
BABEL_OP1_203_36017_20130727_195659_C2_scripted.sph	36017	20130727	195659	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	61360	8000
BABEL_OP1_203_36017_20130727_200002_S1_scripted.sph	36017	20130727	200002	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	85040	8000
BABEL_OP1_203_36017_20130727_200037_S7_scripted.sph	36017	20130727	200037	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	57840	8000
BABEL_OP1_203_36017_20130727_200048_S9_scripted.sph	36017	20130727	200048	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	66320	8000
BABEL_OP1_203_36017_20130727_195615_O2_scripted.sph	36017	20130727	195615	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	38320	8000
BABEL_OP1_203_36017_20130727_195607_T1_scripted.sph	36017	20130727	195607	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	53840	8000
BABEL_OP1_203_36017_20130727_195833_T2_scripted.sph	36017	20130727	195833	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	60080	8000
BABEL_OP1_203_36017_20130727_195732_O6_scripted.sph	36017	20130727	195732	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	46320	8000
BABEL_OP1_203_36017_20130727_195544_D1_scripted.sph	36017	20130727	195544	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	55600	8000
BABEL_OP1_203_36017_20130727_195823_S5_scripted.sph	36017	20130727	195823	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	52400	8000
BABEL_OP1_203_36017_20130727_195705_O3_scripted.sph	36017	20130727	195705	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	36880	8000
BABEL_OP1_203_36017_20130727_195754_O5_scripted.sph	36017	20130727	195754	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	50480	8000
BABEL_OP1_203_36017_20130727_195805_S6_scripted.sph	36017	20130727	195805	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	66480	8000
BABEL_OP1_203_36017_20130727_195930_S3_scripted.sph	36017	20130727	195930	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	86960	8000
BABEL_OP1_203_36017_20130727_200048_R1_scripted.sph	36017	20130727	200048	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	66320	8000
BABEL_OP1_203_36017_20130727_195917_D2_scripted.sph	36017	20130727	195917	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_36017_20130727_195815_D3_scripted.sph	36017	20130727	195815	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	61200	8000
BABEL_OP1_203_36017_20130727_195558_C6_scripted.sph	36017	20130727	195558	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_36017_20130727_195649_C1_scripted.sph	36017	20130727	195649	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	48880	8000
BABEL_OP1_203_36017_20130727_200018_S4_scripted.sph	36017	20130727	200018	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	64240	8000
BABEL_OP1_203_36017_20130727_195641_S8_scripted.sph	36017	20130727	195641	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	63280	8000
BABEL_OP1_203_36017_20130727_200008_A1_scripted.sph	36017	20130727	200008	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	28720	8000
BABEL_OP1_203_36017_20130727_195724_M1_scripted.sph	36017	20130727	195724	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	59440	8000
BABEL_OP1_203_36017_20130727_195714_C4_scripted.sph	36017	20130727	195714	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	51440	8000
BABEL_OP1_203_36017_20130727_195746_S2_scripted.sph	36017	20130727	195746	36017	inLine	VIENTIANE	F	HOME_OFFICE_MOBILE	25	LAOTEL	NOKIA	93520	8000
BABEL_OP1_203_36059_20130420_142232_C6_scripted.sph	36059	20130420	142232	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	48720	8000
BABEL_OP1_203_36059_20130420_142604_S6_scripted.sph	36059	20130420	142604	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	59920	8000
BABEL_OP1_203_36059_20130420_142453_C2_scripted.sph	36059	20130420	142453	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	67200	8000
BABEL_OP1_203_36059_20130420_142211_O8_scripted.sph	36059	20130420	142211	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	36080	8000
BABEL_OP1_203_36059_20130420_142742_S9_scripted.sph	36059	20130420	142742	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	64080	8000
BABEL_OP1_203_36059_20130420_142611_D3_scripted.sph	36059	20130420	142611	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	37360	8000
BABEL_OP1_203_36059_20130420_142704_A1_scripted.sph	36059	20130420	142704	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	37200	8000
BABEL_OP1_203_36059_20130420_142742_R1_scripted.sph	36059	20130420	142742	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	64080	8000
BABEL_OP1_203_36059_20130420_142637_D2_scripted.sph	36059	20130420	142637	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	54640	8000
BABEL_OP1_203_36059_20130420_142459_O3_scripted.sph	36059	20130420	142459	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	37360	8000
BABEL_OP1_203_36059_20130420_142722_N1_scripted.sph	36059	20130420	142722	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	46640	8000
BABEL_OP1_203_36059_20130420_142201_O1_scripted.sph	36059	20130420	142201	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	38480	8000
BABEL_OP1_203_36059_20130420_142657_S1_scripted.sph	36059	20130420	142657	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	62480	8000
BABEL_OP1_203_36059_20130420_142647_S3_scripted.sph	36059	20130420	142647	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	59440	8000
BABEL_OP1_203_36059_20130420_142714_S4_scripted.sph	36059	20130420	142714	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	58000	8000
BABEL_OP1_203_36059_20130420_142507_C4_scripted.sph	36059	20130420	142507	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	42480	8000
BABEL_OP1_203_36059_20130420_142529_M1_scripted.sph	36059	20130420	142529	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	54000	8000
BABEL_OP1_203_36059_20130420_142628_T2_scripted.sph	36059	20130420	142628	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	50800	8000
BABEL_OP1_203_36059_20130420_142400_T1_scripted.sph	36059	20130420	142400	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	54960	8000
BABEL_OP1_203_36059_20130420_142732_S7_scripted.sph	36059	20130420	142732	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	65680	8000
BABEL_OP1_203_36059_20130420_142435_S8_scripted.sph	36059	20130420	142435	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	54000	8000
BABEL_OP1_203_36059_20130420_142443_C1_scripted.sph	36059	20130420	142443	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	45360	8000
BABEL_OP1_203_36059_20130420_142537_O6_scripted.sph	36059	20130420	142537	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	45040	8000
BABEL_OP1_203_36059_20130420_142546_S2_scripted.sph	36059	20130420	142546	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	60720	8000
BABEL_OP1_203_36059_20130420_142410_O2_scripted.sph	36059	20130420	142410	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	59040	8000
BABEL_OP1_203_36059_20130420_142555_O5_scripted.sph	36059	20130420	142555	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	49840	8000
BABEL_OP1_203_36059_20130420_142221_D1_scripted.sph	36059	20130420	142221	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	54640	8000
BABEL_OP1_203_36059_20130420_142620_S5_scripted.sph	36059	20130420	142620	36059	inLine	VIENTIANE	M	HOME_OFFICE_MOBILE	32	LAOTEL	NOKIA	49840	8000
BABEL_OP1_203_37064_20130315_165214_S4_scripted.sph	37064	20130315	165214	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	44400	8000
BABEL_OP1_203_37064_20130315_165014_M1_scripted.sph	37064	20130315	165014	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	58480	8000
BABEL_OP1_203_37064_20130315_165052_S6_scripted.sph	37064	20130315	165052	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	76560	8000
BABEL_OP1_203_37064_20130315_165040_O5_scripted.sph	37064	20130315	165040	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	55280	8000
BABEL_OP1_203_37064_20130315_165131_D2_scripted.sph	37064	20130315	165131	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_37064_20130315_165146_S3_scripted.sph	37064	20130315	165146	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	100960	8000
BABEL_OP1_203_37064_20130315_165207_A1_scripted.sph	37064	20130315	165207	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	31600	8000
BABEL_OP1_203_37064_20130315_164932_S8_scripted.sph	37064	20130315	164932	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	87600	8000
BABEL_OP1_203_37064_20130315_164831_D1_scripted.sph	37064	20130315	164831	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	63440	8000
BABEL_OP1_203_37064_20130315_164950_C2_scripted.sph	37064	20130315	164950	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	60080	8000
BABEL_OP1_203_37064_20130315_165233_S7_scripted.sph	37064	20130315	165233	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	52400	8000
BABEL_OP1_203_37064_20130315_165112_S5_scripted.sph	37064	20130315	165112	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	90960	8000
BABEL_OP1_203_37064_20130315_165245_R1_scripted.sph	37064	20130315	165245	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	78480	8000
BABEL_OP1_203_37064_20130315_165121_T2_scripted.sph	37064	20130315	165121	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	55280	8000
BABEL_OP1_203_37064_20130315_164820_O8_scripted.sph	37064	20130315	164820	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	38640	8000
BABEL_OP1_203_37064_20130315_164940_C1_scripted.sph	37064	20130315	164940	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	50480	8000
BABEL_OP1_203_37064_20130315_164957_O3_scripted.sph	37064	20130315	164957	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	38800	8000
BABEL_OP1_203_37064_20130315_165005_C4_scripted.sph	37064	20130315	165005	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	45360	8000
BABEL_OP1_203_37064_20130315_164810_O1_scripted.sph	37064	20130315	164810	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	37840	8000
BABEL_OP1_203_37064_20130315_165058_D3_scripted.sph	37064	20130315	165058	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	35760	8000
BABEL_OP1_203_37064_20130315_165031_S2_scripted.sph	37064	20130315	165031	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	53520	8000
BABEL_OP1_203_37064_20130315_164903_O2_scripted.sph	37064	20130315	164903	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	53200	8000
BABEL_OP1_203_37064_20130315_165245_S9_scripted.sph	37064	20130315	165245	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	78480	8000
BABEL_OP1_203_37064_20130315_165225_N1_scripted.sph	37064	20130315	165225	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_37064_20130315_164853_T1_scripted.sph	37064	20130315	164853	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	48560	8000
BABEL_OP1_203_37064_20130315_165200_S1_scripted.sph	37064	20130315	165200	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	95760	8000
BABEL_OP1_203_37064_20130315_164844_C6_scripted.sph	37064	20130315	164844	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_37064_20130315_165022_O6_scripted.sph	37064	20130315	165022	37064	inLine	VIENTIANE	F	PUBLIC_PLACE	46	LAOTEL	NOKIA	41680	8000
BABEL_OP1_203_39159_20130307_155244_O8_scripted.sph	39159	20130307	155244	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	34480	8000
BABEL_OP1_203_39159_20130307_155547_O5_scripted.sph	39159	20130307	155547	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	39440	8000
BABEL_OP1_203_39159_20130307_155505_C4_scripted.sph	39159	20130307	155505	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	67360	8000
BABEL_OP1_203_39159_20130307_155540_S2_scripted.sph	39159	20130307	155540	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	101120	8000
BABEL_OP1_203_39159_20130307_155525_O6_scripted.sph	39159	20130307	155525	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	56880	8000
BABEL_OP1_203_39159_20130307_155622_S5_scripted.sph	39159	20130307	155622	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	100960	8000
BABEL_OP1_203_39159_20130307_155657_S3_scripted.sph	39159	20130307	155657	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	100800	8000
BABEL_OP1_203_39159_20130307_155327_O2_scripted.sph	39159	20130307	155327	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	58880	8000
BABEL_OP1_203_39159_20130307_155816_R1_scripted.sph	39159	20130307	155816	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	101120	8000
BABEL_OP1_203_39159_20130307_155718_A1_scripted.sph	39159	20130307	155718	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	31920	8000
BABEL_OP1_203_39159_20130307_155418_C1_scripted.sph	39159	20130307	155418	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	67360	8000
BABEL_OP1_203_39159_20130307_155435_O3_scripted.sph	39159	20130307	155435	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	41040	8000
BABEL_OP1_203_39159_20130307_155816_S9_scripted.sph	39159	20130307	155816	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	101120	8000
BABEL_OP1_203_39159_20130307_155256_D1_scripted.sph	39159	20130307	155256	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	67120	8000
BABEL_OP1_203_39159_20130307_155428_C2_scripted.sph	39159	20130307	155428	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	67360	8000
BABEL_OP1_203_39159_20130307_155309_C6_scripted.sph	39159	20130307	155309	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	67200	8000
BABEL_OP1_203_39159_20130307_155235_O1_scripted.sph	39159	20130307	155235	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	36560	8000
BABEL_OP1_203_39159_20130307_155608_D3_scripted.sph	39159	20130307	155608	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	34640	8000
BABEL_OP1_203_39159_20130307_155729_S4_scripted.sph	39159	20130307	155729	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	64880	8000
BABEL_OP1_203_39159_20130307_155515_M1_scripted.sph	39159	20130307	155515	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	63600	8000
BABEL_OP1_203_39159_20130307_155712_S1_scripted.sph	39159	20130307	155712	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	101120	8000
BABEL_OP1_203_39159_20130307_155801_S7_scripted.sph	39159	20130307	155801	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	73680	8000
BABEL_OP1_203_39159_20130307_155633_T2_scripted.sph	39159	20130307	155633	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	67360	8000
BABEL_OP1_203_39159_20130307_155358_S8_scripted.sph	39159	20130307	155358	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	98640	8000
BABEL_OP1_203_39159_20130307_155750_N1_scripted.sph	39159	20130307	155750	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	67360	8000
BABEL_OP1_203_39159_20130307_155643_D2_scripted.sph	39159	20130307	155643	39159	inLine	VIENTIANE	F	STREET	16	LAOTEL	SONY	62480	8000
