outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel
BABEL_BP_101_49864_20111023_190000_C6_scripted.sph	49864	20111023	190000	49864	inLine	Northern_Pearl_River_Delta	M	STREET	20	CMCC	Nokia
BABEL_BP_101_89674_20111025_183847_A1_scripted.sph	89674	20111025	183847	89674	inLine	Central_Guangdong	F	VEHICLE	37	CMCC	Nokia
BABEL_BP_101_31980_20111025_124058_C1_scripted.sph	31980	20111025	124058	31980	inLine	Central_Guangdong	M	CAR_KIT	52	CMCC	Philips
BABEL_BP_101_24420_20111122_213156_R1_scripted.sph	24420	20111122	213156	24420	inLine	Northern_Guangdong	F	HOME_OFFICE_LANDLINE	47	China_Tietong	Telifeng
BABEL_BP_101_21430_20111027_140955_S8_scripted.sph	21430	20111027	140955	21430	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	45	China_Telecom	Unknown
BABEL_BP_101_93643_20111021_152316_S4_scripted.sph	93643	20111021	152316	93643	inLine	Northern_Pearl_River_Delta	F	STREET	21	CMCC	Nokia
BABEL_BP_101_25021_20111018_194119_C1_scripted.sph	25021	20111018	194119	25021	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	41	China_Unicom	Samsung
BABEL_BP_101_89630_20111125_185546_T2_scripted.sph	89630	20111125	185546	89630	inLine	Northern_Guangdong	F	PUBLIC_PLACE	30	CMCC	Nokia
BABEL_BP_101_12552_20111115_145728_S7_scripted.sph	12552	20111115	145728	12552	inLine	Central_Guangdong	F	VEHICLE	40	CMCC	Philips
BABEL_BP_101_80817_20111125_180243_D3_scripted.sph	80817	20111125	180243	80817	inLine	Northern_Pearl_River_Delta	F	CAR_KIT	48	CMCC	Philips
BABEL_BP_101_56070_20111030_183757_D3_scripted.sph	56070	20111030	183757	56070	inLine	Northern_Pearl_River_Delta	M	CAR_KIT	24	CMCC	Philips
BABEL_BP_101_16669_20111019_140156_T3_scripted.sph	16669	20111019	140156	16669	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	33	CMCC	Nokia
BABEL_BP_101_91406_20111114_215604_L3_scripted.sph	91406	20111114	215604	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_78879_20111102_130552_S7_scripted.sph	78879	20111102	130552	78879	inLine	Northern_Guangdong	M	STREET	22	China_Unicom	Nokia
BABEL_BP_101_17013_20111117_005221_D1_scripted.sph	17013	20111117	005221	17013	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	21	CMCC	Nokia
BABEL_BP_101_31441_20111026_000940_O5_scripted.sph	31441	20111026	000940	31441	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	58	China_Telecom	Nokia
BABEL_BP_101_82484_20111103_151728_L1_scripted.sph	82484	20111103	151728	82484	inLine	Central_Guangdong	M	CAR_KIT	44	CMCC	Nokia
BABEL_BP_101_96630_20111104_002949_T1_scripted.sph	96630	20111104	002949	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_93454_20111027_011844_A1_scripted.sph	93454	20111027	011844	93454	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	23	CMCC	Daxian
BABEL_BP_101_73923_20111017_170130_S8_scripted.sph	73923	20111017	170130	73923	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	40	China_Unicom	Nokia
BABEL_BP_101_16266_20111027_144303_S9_scripted.sph	16266	20111027	144303	16266	inLine	Central_Guangdong	F	VEHICLE	43	CMCC	Philips
BABEL_BP_101_98279_20111122_190703_O5_scripted.sph	98279	20111122	190703	98279	inLine	Central_Guangdong	M	STREET	48	China_Telecom	Huawei
BABEL_BP_101_33742_20111118_223305_O6_scripted.sph	33742	20111118	223305	33742	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	20	CMCC	Nokia
BABEL_BP_101_96438_20111125_192943_C4_scripted.sph	96438	20111125	192943	96438	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	China_Unicom	Nokia
BABEL_BP_101_14769_20111121_152706_O3_scripted.sph	14769	20111121	152706	14769	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	33	CMCC	iPhone
BABEL_BP_101_61762_20111028_175138_I1_scripted.sph	61762	20111028	175138	61762	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	21	CMCC	Philips
BABEL_BP_101_76733_20111128_131736_T3_scripted.sph	76733	20111128	131736	76733	inLine	Northern_Pearl_River_Delta	M	CAR_KIT	56	CMCC	Philips
BABEL_BP_101_57629_20111018_143530_S4_scripted.sph	57629	20111018	143530	57629	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	25	CMCC	Nokia
BABEL_BP_101_41456_20111117_160835_T3_scripted.sph	41456	20111117	160835	41456	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	22	CMCC	Philips
BABEL_BP_101_87481_20111129_125735_I1_scripted.sph	87481	20111129	125735	87481	inLine	Central_Guangdong	F	CAR_KIT	42	CMCC	Philips
BABEL_BP_101_57629_20111018_143432_SB_scripted.sph	57629	20111018	143432	57629	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	25	CMCC	Nokia
BABEL_BP_101_17013_20111117_005432_I2_scripted.sph	17013	20111117	005432	17013	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	21	CMCC	Nokia
BABEL_BP_101_75020_20111020_151001_C6_scripted.sph	75020	20111020	151001	75020	inLine	Guangxi_and_Western_Guangdong	M	STREET	42	China_Telecom	JinPeng
BABEL_BP_101_74395_20111117_132539_S2_scripted.sph	74395	20111117	132539	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_73786_20111019_131137_S3_scripted.sph	73786	20111019	131137	73786	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	47	China_Telecom	Samsung
BABEL_BP_101_28740_20111028_212548_S4_scripted.sph	28740	20111028	212548	28740	inLine	Guangxi_and_Western_Guangdong	M	STREET	29	CMCC	LG
BABEL_BP_101_13272_20111027_190858_L1_scripted.sph	13272	20111027	190858	13272	inLine	Northern_Guangdong	F	STREET	29	CMCC	Nokia
BABEL_BP_101_44535_20111021_150543_O3_scripted.sph	44535	20111021	150543	44535	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	56	CMCC	Nokia
BABEL_BP_101_41513_20111121_135740_S5_scripted.sph	41513	20111121	135740	41513	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_96283_20111115_151527_O7_scripted.sph	96283	20111115	151527	96283	inLine	Central_Guangdong	F	VEHICLE	43	CMCC	Samsung
BABEL_BP_101_47128_20111027_134846_C6_scripted.sph	47128	20111027	134846	47128	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	28	CMCC	Nokia
BABEL_BP_101_91007_20111203_154339_L3_scripted.sph	91007	20111203	154339	91007	inLine	Central_Guangdong	M	CAR_KIT	58	CMCC	Philips
BABEL_BP_101_59868_20111020_204137_D3_scripted.sph	59868	20111020	204137	59868	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	35	CMCC	Nokia
BABEL_BP_101_10925_20111025_150050_O5_scripted.sph	10925	20111025	150050	10925	inLine	Central_Guangdong	M	CAR_KIT	35	CMCC	Philips
BABEL_BP_101_40123_20111129_180206_S4_scripted.sph	40123	20111129	180206	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_99571_20111024_162134_L3_scripted.sph	99571	20111024	162134	99571	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	Nokia
BABEL_BP_101_75815_20111029_170605_C2_scripted.sph	75815	20111029	170605	75815	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	24	CMCC	LG
BABEL_BP_101_47128_20111027_135154_O5_scripted.sph	47128	20111027	135154	47128	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	28	CMCC	Nokia
BABEL_BP_101_84943_20111020_140845_S0_scripted.sph	84943	20111020	140845	84943	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_LANDLINE	30	China_Telecom	Panasonic
BABEL_BP_101_86419_20111019_205310_L1_scripted.sph	86419	20111019	205310	86419	inLine	Central_Guangdong	M	STREET	25	China_Unicom	iPhone
BABEL_BP_101_74317_20111115_152518_SC_scripted.sph	74317	20111115	152518	74317	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	27	China_Telecom	Samsung
BABEL_BP_101_45678_20111020_152359_N1_scripted.sph	45678	20111020	152359	45678	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	29	CMCC	Nokia
BABEL_BP_101_39080_20111124_175317_O1_scripted.sph	39080	20111124	175317	39080	inLine	Northern_Pearl_River_Delta	F	PUBLIC_PLACE	37	CMCC	iPhone
BABEL_BP_101_81486_20111027_154202_L3_scripted.sph	81486	20111027	154202	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_36502_20111025_143106_L3_scripted.sph	36502	20111025	143106	36502	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Telecom	Samsung
BABEL_BP_101_27178_20111025_171604_S7_scripted.sph	27178	20111025	171604	27178	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	22	CMCC	Nokia
BABEL_BP_101_53985_20111027_131653_S1_scripted.sph	53985	20111027	131653	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_66964_20111117_171822_SC_scripted.sph	66964	20111117	171822	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_96283_20111115_151625_I1_scripted.sph	96283	20111115	151625	96283	inLine	Central_Guangdong	F	VEHICLE	43	CMCC	Samsung
BABEL_BP_101_14936_20111026_200820_S5_scripted.sph	14936	20111026	200820	14936	inLine	Northern_Pearl_River_Delta	M	PUBLIC_PLACE	22	China_Telecom	Nokia
BABEL_BP_101_88506_20111115_193718_O2_scripted.sph	88506	20111115	193718	88506	inLine	Central_Guangdong	M	CAR_KIT	52	CMCC	BBK
BABEL_BP_101_44209_20111120_124406_C2_scripted.sph	44209	20111120	124406	44209	inLine	Central_Guangdong	F	CAR_KIT	24	CMCC	Philips
BABEL_BP_101_74404_20111020_182619_SA_scripted.sph	74404	20111020	182619	74404	inLine	Guangxi_and_Western_Guangdong	F	STREET	24	CMCC	Nokia
BABEL_BP_101_86419_20111019_205522_D3_scripted.sph	86419	20111019	205522	86419	inLine	Central_Guangdong	M	STREET	25	China_Unicom	iPhone
BABEL_BP_101_32890_20111130_214626_C4_scripted.sph	32890	20111130	214626	32890	inLine	Northern_Guangdong	M	HOME_OFFICE_MOBILE	46	CMCC	Sony_Ericsson
BABEL_BP_101_41513_20111121_135720_S1_scripted.sph	41513	20111121	135720	41513	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_39915_20111101_160206_C6_scripted.sph	39915	20111101	160206	39915	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	45	CMCC	Nokia
BABEL_BP_101_80156_20111023_200247_S5_scripted.sph	80156	20111023	200247	80156	inLine	Northern_Guangdong	F	PUBLIC_PLACE	22	CMCC	Nokia
BABEL_BP_101_81056_20111130_214228_SB_scripted.sph	81056	20111130	214228	81056	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	32	CMCC	iPhone
BABEL_BP_101_70615_20111019_190125_I2_scripted.sph	70615	20111019	190125	70615	inLine	Central_Guangdong	F	STREET	46	CMCC	Haier
BABEL_BP_101_27619_20111102_195214_L2_scripted.sph	27619	20111102	195214	27619	inLine	Central_Guangdong	M	PUBLIC_PLACE	17	CMCC	Samsung
BABEL_BP_101_94696_20111203_185931_S5_scripted.sph	94696	20111203	185931	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_68295_20111124_174443_S8_scripted.sph	68295	20111124	174443	68295	inLine	Northern_Guangdong	M	VEHICLE	22	CMCC	Nokia
BABEL_BP_101_45738_20111129_140409_C2_scripted.sph	45738	20111129	140409	45738	inLine	Guangxi_and_Western_Guangdong	M	HOME_OFFICE_MOBILE	60	CMCC	Nokia
BABEL_BP_101_63339_20111019_191043_T1_scripted.sph	63339	20111019	191043	63339	inLine	Central_Guangdong	M	STREET	23	CMCC	HTC
BABEL_BP_101_90890_20111018_140810_S1_scripted.sph	90890	20111018	140810	90890	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	27	CMCC	Sony_Ericsson
BABEL_BP_101_16669_20111019_135914_C5_scripted.sph	16669	20111019	135914	16669	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	33	CMCC	Nokia
BABEL_BP_101_88294_20111026_021209_O4_scripted.sph	88294	20111026	021209	88294	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	37	CMCC	Samsung
BABEL_BP_101_95589_20111118_210439_SA_scripted.sph	95589	20111118	210439	95589	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	46	China_Tietong	Telifeng
BABEL_BP_101_77886_20111026_160437_I2_scripted.sph	77886	20111026	160437	77886	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	20	CMCC	Nokia
BABEL_BP_101_82766_20111026_193051_SA_scripted.sph	82766	20111026	193051	82766	inLine	Northern_Pearl_River_Delta	F	PUBLIC_PLACE	43	CMCC	Nokia
BABEL_BP_101_39915_20111101_160243_R1_scripted.sph	39915	20111101	160243	39915	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	45	CMCC	Nokia
BABEL_BP_101_65606_20111116_134422_SA_scripted.sph	65606	20111116	134422	65606	inLine	Central_Guangdong	F	VEHICLE	30	CMCC	Philips
BABEL_BP_101_19147_20111021_171917_L2_scripted.sph	19147	20111021	171917	19147	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	20	CMCC	Nokia
BABEL_BP_101_61762_20111028_174820_O5_scripted.sph	61762	20111028	174820	61762	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	21	CMCC	Philips
BABEL_BP_101_87634_20111019_144826_S1_scripted.sph	87634	20111019	144826	87634	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	29	CMCC	Nokia
BABEL_BP_101_95034_20111126_191839_C2_scripted.sph	95034	20111126	191839	95034	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	17	CMCC	Philips
BABEL_BP_101_45472_20111020_164646_O2_scripted.sph	45472	20111020	164646	45472	inLine	Guangxi_and_Western_Guangdong	F	STREET	22	CMCC	Sony_Ericsson
BABEL_BP_101_47128_20111027_135109_M1_scripted.sph	47128	20111027	135109	47128	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	28	CMCC	Nokia
BABEL_BP_101_16066_20111020_142507_O4_scripted.sph	16066	20111020	142507	16066	inLine	Northern_Pearl_River_Delta	F	STREET	24	China_Telecom	Huawei
BABEL_BP_101_84540_20111102_201536_O1_scripted.sph	84540	20111102	201536	84540	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_84540_20111102_201953_T2_scripted.sph	84540	20111102	201953	84540	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_69650_20111025_213838_C2_scripted.sph	69650	20111025	213838	69650	inLine	Southern_Pearl_River_Delta	F	STREET	30	China_Telecom	Huawei
BABEL_BP_101_88243_20111024_184632_O5_scripted.sph	88243	20111024	184632	88243	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	31	CMCC	Huawei
BABEL_BP_101_86227_20111020_204516_C5_scripted.sph	86227	20111020	204516	86227	inLine	Guangxi_and_Western_Guangdong	F	PUBLIC_PLACE	24	CMCC	Sony_Ericsson
BABEL_BP_101_35016_20111203_201130_O6_scripted.sph	35016	20111203	201130	35016	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	51	CMCC	Philips
BABEL_BP_101_55369_20111022_144145_C2_scripted.sph	55369	20111022	144145	55369	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	Nokia
BABEL_BP_101_10925_20111025_150008_L2_scripted.sph	10925	20111025	150008	10925	inLine	Central_Guangdong	M	CAR_KIT	35	CMCC	Philips
BABEL_BP_101_37210_20111102_170322_M1_scripted.sph	37210	20111102	170322	37210	inLine	Northern_Pearl_River_Delta	M	CAR_KIT	21	CMCC	Philips
BABEL_BP_101_37766_20111130_005234_D2_scripted.sph	37766	20111130	005234	37766	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	31	China_Unicom	Lenovo
BABEL_BP_101_53824_20111115_171241_R1_scripted.sph	53824	20111115	171241	53824	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	35	CMCC	iPhone
BABEL_BP_101_76733_20111128_131650_A1_scripted.sph	76733	20111128	131650	76733	inLine	Northern_Pearl_River_Delta	M	CAR_KIT	56	CMCC	Philips
BABEL_BP_101_87634_20111019_144549_O2_scripted.sph	87634	20111019	144549	87634	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	29	CMCC	Nokia
BABEL_BP_101_60826_20111120_162555_L1_scripted.sph	60826	20111120	162555	60826	inLine	Northern_Pearl_River_Delta	M	CAR_KIT	34	CMCC	Philips
BABEL_BP_101_23167_20111026_192437_S4_scripted.sph	23167	20111026	192437	23167	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	36	CMCC	Nokia
BABEL_BP_101_39809_20111025_180054_D3_scripted.sph	39809	20111025	180054	39809	inLine	Northern_Guangdong	M	CAR_KIT	21	CMCC	Philips
BABEL_BP_101_11694_20111204_202010_SA_scripted.sph	11694	20111204	202010	11694	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	30	CMCC	Flyin
BABEL_BP_101_20685_20111019_122244_SA_scripted.sph	20685	20111019	122244	20685	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	60	China_Unicom	Nokia
BABEL_BP_101_69137_20111121_154859_S2_scripted.sph	69137	20111121	154859	69137	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	CMCC	Philips
BABEL_BP_101_39246_20111119_183314_R1_scripted.sph	39246	20111119	183314	39246	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_LANDLINE	46	China_Telecom	Panasonic
BABEL_BP_101_17013_20111117_005442_C4_scripted.sph	17013	20111117	005442	17013	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	21	CMCC	Nokia
BABEL_BP_101_36502_20111025_143156_D2_scripted.sph	36502	20111025	143156	36502	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Telecom	Samsung
BABEL_BP_101_76341_20111027_123544_S7_scripted.sph	76341	20111027	123544	76341	inLine	Northern_Guangdong	F	VEHICLE	34	CMCC	Tianyu
BABEL_BP_101_49306_20111130_171450_C5_scripted.sph	49306	20111130	171450	49306	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	34	China_Tietong	Telifeng
BABEL_BP_101_89674_20111025_183628_S5_scripted.sph	89674	20111025	183628	89674	inLine	Central_Guangdong	F	VEHICLE	37	CMCC	Nokia
BABEL_BP_101_14500_20111114_195645_C5_scripted.sph	14500	20111114	195645	14500	inLine	Guangxi_and_Western_Guangdong	M	HOME_OFFICE_MOBILE	21	CMCC	Basicom
BABEL_BP_101_61073_20111102_183013_C1_scripted.sph	61073	20111102	183013	61073	inLine	Central_Guangdong	M	VEHICLE	56	CMCC	Samsung
BABEL_BP_101_45738_20111129_140226_O1_scripted.sph	45738	20111129	140226	45738	inLine	Guangxi_and_Western_Guangdong	M	HOME_OFFICE_MOBILE	60	CMCC	Nokia
BABEL_BP_101_61762_20111028_174540_O2_scripted.sph	61762	20111028	174540	61762	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	21	CMCC	Philips
BABEL_BP_101_75020_20111020_151245_S1_scripted.sph	75020	20111020	151245	75020	inLine	Guangxi_and_Western_Guangdong	M	STREET	42	China_Telecom	JinPeng
BABEL_BP_101_67555_20111023_133258_I2_scripted.sph	67555	20111023	133258	67555	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	31	CMCC	Nokia
BABEL_BP_101_91401_20111027_205353_M1_scripted.sph	91401	20111027	205353	91401	inLine	Southern_Pearl_River_Delta	M	VEHICLE	20	CMCC	Sony_Ericsson
BABEL_BP_101_73761_20111115_124040_N1_scripted.sph	73761	20111115	124040	73761	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	41	China_Tietong	Telifeng
BABEL_BP_101_73542_20111019_210352_SB_scripted.sph	73542	20111019	210352	73542	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	43	China_Telecom	BBK
BABEL_BP_101_23930_20111125_130550_O2_scripted.sph	23930	20111125	130550	23930	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	51	CMCC	Philips
BABEL_BP_101_66964_20111117_172003_T3_scripted.sph	66964	20111117	172003	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_75243_20111204_180055_O4_scripted.sph	75243	20111204	180055	75243	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	58	CMCC	Philips
BABEL_BP_101_11479_20111021_201807_D2_scripted.sph	11479	20111021	201807	11479	inLine	Guangxi_and_Western_Guangdong	M	PUBLIC_PLACE	21	CMCC	Samsung
BABEL_BP_101_98099_20111120_124022_SB_scripted.sph	98099	20111120	124022	98099	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Telecom	Samsung
BABEL_BP_101_51569_20111019_194642_S3_scripted.sph	51569	20111019	194642	51569	inLine	Central_Guangdong	F	STREET	37	CMCC	Nokia
BABEL_BP_101_90730_20111024_185313_S1_scripted.sph	90730	20111024	185313	90730	inLine	Northern_Pearl_River_Delta	F	STREET	21	CMCC	Nokia
BABEL_BP_101_16660_20111020_202856_L2_scripted.sph	16660	20111020	202856	16660	inLine	Central_Guangdong	F	STREET	20	CMCC	Apple
BABEL_BP_101_60605_20111124_125345_A1_scripted.sph	60605	20111124	125345	60605	inLine	Northern_Pearl_River_Delta	F	CAR_KIT	35	CMCC	Philips
BABEL_BP_101_48410_20111021_220425_C2_scripted.sph	48410	20111021	220425	48410	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	52	CMCC	K-Touch
BABEL_BP_101_50201_20111026_151118_S3_scripted.sph	50201	20111026	151118	50201	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	21	China_Telecom	Samsung
BABEL_BP_101_10925_20111025_150346_S3_scripted.sph	10925	20111025	150346	10925	inLine	Central_Guangdong	M	CAR_KIT	35	CMCC	Philips
BABEL_BP_101_94149_20111027_122941_SB_scripted.sph	94149	20111027	122941	94149	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	41	China_Telecom	Unknown
BABEL_BP_101_68767_20111029_171358_O7_scripted.sph	68767	20111029	171358	68767	inLine	Guangxi_and_Western_Guangdong	F	CAR_KIT	39	CMCC	Philips
BABEL_BP_101_91406_20111114_215617_SA_scripted.sph	91406	20111114	215617	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_16066_20111020_142428_S4_scripted.sph	16066	20111020	142428	16066	inLine	Northern_Pearl_River_Delta	F	STREET	24	China_Telecom	Huawei
BABEL_BP_101_17018_20111020_155617_M1_scripted.sph	17018	20111020	155617	17018	inLine	Guangxi_and_Western_Guangdong	M	HOME_OFFICE_LANDLINE	47	China_Telecom	Panasonic
BABEL_BP_101_14054_20111119_160759_O5_scripted.sph	14054	20111119	160759	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_61408_20111204_191400_S2_scripted.sph	61408	20111204	191400	61408	inLine	Northern_Pearl_River_Delta	F	CAR_KIT	40	China_Unicom	Nokia
BABEL_BP_101_74451_20111117_161338_S6_scripted.sph	74451	20111117	161338	74451	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	28	China_Tietong	Telifeng
BABEL_BP_101_22903_20111116_130039_S9_scripted.sph	22903	20111116	130039	22903	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	46	China_Tietong	Telifeng
BABEL_BP_101_38879_20111029_191442_C4_scripted.sph	38879	20111029	191442	38879	inLine	Northern_Pearl_River_Delta	M	STREET	22	CMCC	iPhone
BABEL_BP_101_96630_20111104_003321_S4_scripted.sph	96630	20111104	003321	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_44403_20111023_145055_O4_scripted.sph	44403	20111023	145055	44403	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	31	CMCC	Sony_Ericsson
BABEL_BP_101_91668_20111127_130543_T1_scripted.sph	91668	20111127	130543	91668	inLine	Northern_Pearl_River_Delta	F	VEHICLE	47	CMCC	LG
BABEL_BP_101_26684_20111119_141904_L3_scripted.sph	26684	20111119	141904	26684	inLine	Northern_Pearl_River_Delta	M	STREET	22	CMCC	Nokia
BABEL_BP_101_61446_20111019_150310_S3_scripted.sph	61446	20111019	150310	61446	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_LANDLINE	47	China_Telecom	Panasonic
BABEL_BP_101_16660_20111020_203244_A1_scripted.sph	16660	20111020	203244	16660	inLine	Central_Guangdong	F	STREET	20	CMCC	Apple
BABEL_BP_101_10160_20111017_193259_O4_scripted.sph	10160	20111017	193259	10160	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	56	CMCC	K-Touch
BABEL_BP_101_22910_20111028_183421_O3_scripted.sph	22910	20111028	183421	22910	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	50	CMCC	Nokia
BABEL_BP_101_20518_20111119_173030_S8_scripted.sph	20518	20111119	173030	20518	inLine	Guangxi_and_Western_Guangdong	F	CAR_KIT	25	CMCC	Nokia
BABEL_BP_101_81321_20111028_120453_S2_scripted.sph	81321	20111028	120453	81321	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	46	CMCC	Nokia
BABEL_BP_101_11868_20111203_174731_S5_scripted.sph	11868	20111203	174731	11868	inLine	Northern_Guangdong	M	STREET	32	China_Unicom	Huawei
BABEL_BP_101_23167_20111026_192238_O3_scripted.sph	23167	20111026	192238	23167	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	36	CMCC	Nokia
BABEL_BP_101_10973_20111019_175906_C4_scripted.sph	10973	20111019	175906	10973	inLine	Guangxi_and_Western_Guangdong	M	HOME_OFFICE_LANDLINE	33	China_Telecom	Panasonic
BABEL_BP_101_11036_20111019_190700_C6_scripted.sph	11036	20111019	190700	11036	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	32	CMCC	Sony_Ericsson
BABEL_BP_101_90506_20111026_175925_O3_scripted.sph	90506	20111026	175925	90506	inLine	Guangxi_and_Western_Guangdong	F	CAR_KIT	46	CMCC	Philips
BABEL_BP_101_35006_20111120_172427_O3_scripted.sph	35006	20111120	172427	35006	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	36	China_Unicom	Samsung
