outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel
BABEL_BP_101_81486_20111027_153640_I2_scripted.sph	81486	20111027	153640	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_16617_20111030_141232_M1_scripted.sph	16617	20111030	141232	16617	inLine	Northern_Guangdong	M	VEHICLE	28	CMCC	HTC
BABEL_BP_101_40123_20111129_175420_T1_scripted.sph	40123	20111129	175420	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_68129_20111120_131710_S0_scripted.sph	68129	20111120	131710	68129	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_59028_20111130_194714_I1_scripted.sph	59028	20111130	194714	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_78879_20111102_131251_I1_scripted.sph	78879	20111102	131251	78879	inLine	Northern_Guangdong	M	STREET	22	China_Unicom	Nokia
BABEL_BP_101_66964_20111117_171257_C1_scripted.sph	66964	20111117	171257	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_81486_20111027_154319_O7_scripted.sph	81486	20111027	154319	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_96438_20111125_192958_S9_scripted.sph	96438	20111125	192958	96438	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	China_Unicom	Nokia
BABEL_BP_101_88464_20111119_192227_S3_scripted.sph	88464	20111119	192227	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_38108_20111125_150205_C1_scripted.sph	38108	20111125	150205	38108	inLine	Northern_Guangdong	M	STREET	28	CMCC	Nokia
BABEL_BP_101_86016_20111118_134200_O3_scripted.sph	86016	20111118	134200	86016	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Unicom	Motorola
BABEL_BP_101_98219_20111125_153826_O5_scripted.sph	98219	20111125	153826	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_77244_20111127_004218_O3_scripted.sph	77244	20111127	004218	77244	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	33	CMCC	HTC
BABEL_BP_101_68129_20111120_131138_D1_scripted.sph	68129	20111120	131138	68129	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_96630_20111104_003016_R1_scripted.sph	96630	20111104	003016	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_86016_20111118_134206_I2_scripted.sph	86016	20111118	134206	86016	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Unicom	Motorola
BABEL_BP_101_92628_20111102_125150_S5_scripted.sph	92628	20111102	125150	92628	inLine	Central_Guangdong	F	CAR_KIT	42	CMCC	Philips
BABEL_BP_101_78879_20111102_130438_D1_scripted.sph	78879	20111102	130438	78879	inLine	Northern_Guangdong	M	STREET	22	China_Unicom	Nokia
BABEL_BP_101_94696_20111203_185611_R1_scripted.sph	94696	20111203	185611	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_80008_20111031_165232_R1_scripted.sph	80008	20111031	165232	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_37285_20111028_000657_L3_scripted.sph	37285	20111028	000657	37285	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	35	China_Telecom	ZTE
BABEL_BP_101_40123_20111129_180054_SB_scripted.sph	40123	20111129	180054	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_40439_20111203_180732_S6_scripted.sph	40439	20111203	180732	40439	inLine	Central_Guangdong	F	CAR_KIT	17	CMCC	Nokia
BABEL_BP_101_36424_20111119_142420_O2_scripted.sph	36424	20111119	142420	36424	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	47	China_Unicom	Samsung
BABEL_BP_101_44836_20111119_152351_C5_scripted.sph	44836	20111119	152351	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_86016_20111118_134304_O6_scripted.sph	86016	20111118	134304	86016	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Unicom	Motorola
BABEL_BP_101_92321_20111125_150348_L3_scripted.sph	92321	20111125	150348	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_92321_20111125_150339_T2_scripted.sph	92321	20111125	150339	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_58190_20111124_201331_C5_scripted.sph	58190	20111124	201331	58190	inLine	Northern_Guangdong	M	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_69049_20111101_220636_O5_scripted.sph	69049	20111101	220636	69049	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	51	CMCC	Nokia
BABEL_BP_101_14729_20111114_184607_M1_scripted.sph	14729	20111114	184607	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_66964_20111117_171407_L2_scripted.sph	66964	20111117	171407	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_91406_20111114_215201_T1_scripted.sph	91406	20111114	215201	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_37285_20111028_000935_I1_scripted.sph	37285	20111028	000935	37285	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	35	China_Telecom	ZTE
BABEL_BP_101_14054_20111119_161057_N1_scripted.sph	14054	20111119	161057	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_17933_20111120_202738_O6_scripted.sph	17933	20111120	202738	17933	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Nokia
BABEL_BP_101_80008_20111031_165723_O3_scripted.sph	80008	20111031	165723	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_95542_20111026_182953_C4_scripted.sph	95542	20111026	182953	95542	inLine	Guangxi_and_Western_Guangdong	M	STREET	46	CMCC	LG
BABEL_BP_101_63459_20111120_162404_S6_scripted.sph	63459	20111120	162404	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_68129_20111120_131604_L3_scripted.sph	68129	20111120	131604	68129	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_22979_20111129_141053_D2_scripted.sph	22979	20111129	141053	22979	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	41	CMCC	Nokia
BABEL_BP_101_74395_20111117_132438_T2_scripted.sph	74395	20111117	132438	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_14729_20111114_184756_SA_scripted.sph	14729	20111114	184756	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_56648_20111126_180741_T1_scripted.sph	56648	20111126	180741	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_94696_20111203_190221_S0_scripted.sph	94696	20111203	190221	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_76944_20111114_203500_R1_scripted.sph	76944	20111114	203500	76944	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	21	CMCC	Gaoke
BABEL_BP_101_92321_20111125_150127_O3_scripted.sph	92321	20111125	150127	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_40439_20111203_180159_S9_scripted.sph	40439	20111203	180159	40439	inLine	Central_Guangdong	F	CAR_KIT	17	CMCC	Nokia
BABEL_BP_101_22979_20111129_141121_C3_scripted.sph	22979	20111129	141121	22979	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	41	CMCC	Nokia
BABEL_BP_101_96630_20111104_003353_SA_scripted.sph	96630	20111104	003353	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_21367_20111126_130513_A1_scripted.sph	21367	20111126	130513	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_96630_20111104_003522_S3_scripted.sph	96630	20111104	003522	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_38879_20111029_191838_O7_scripted.sph	38879	20111029	191838	38879	inLine	Northern_Pearl_River_Delta	M	STREET	22	CMCC	iPhone
BABEL_BP_101_14054_20111119_160629_C4_scripted.sph	14054	20111119	160629	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_81486_20111027_154252_S2_scripted.sph	81486	20111027	154252	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_82217_20111115_190130_SA_scripted.sph	82217	20111115	190130	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_63459_20111120_161918_S9_scripted.sph	63459	20111120	161918	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_53985_20111027_131850_S2_scripted.sph	53985	20111027	131850	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_74395_20111117_132202_O3_scripted.sph	74395	20111117	132202	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_69049_20111101_220319_C6_scripted.sph	69049	20111101	220319	69049	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	51	CMCC	Nokia
BABEL_BP_101_66964_20111117_171526_D3_scripted.sph	66964	20111117	171526	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_53985_20111027_131831_SC_scripted.sph	53985	20111027	131831	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_19012_20111122_171036_O7_scripted.sph	19012	20111122	171036	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_19012_20111122_170740_S1_scripted.sph	19012	20111122	170740	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_44836_20111119_152157_I2_scripted.sph	44836	20111119	152157	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_78879_20111102_131015_O4_scripted.sph	78879	20111102	131015	78879	inLine	Northern_Guangdong	M	STREET	22	China_Unicom	Nokia
BABEL_BP_101_74395_20111117_132731_I1_scripted.sph	74395	20111117	132731	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_40123_20111129_180626_T3_scripted.sph	40123	20111129	180626	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_17933_20111120_203227_A1_scripted.sph	17933	20111120	203227	17933	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Nokia
BABEL_BP_101_86016_20111118_134245_M1_scripted.sph	86016	20111118	134245	86016	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Unicom	Motorola
BABEL_BP_101_53985_20111027_131624_M1_scripted.sph	53985	20111027	131624	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_80008_20111031_165641_S7_scripted.sph	80008	20111031	165641	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_86016_20111118_134704_S8_scripted.sph	86016	20111118	134704	86016	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Unicom	Motorola
BABEL_BP_101_15873_20111026_125943_O7_scripted.sph	15873	20111026	125943	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_40439_20111203_180137_I2_scripted.sph	40439	20111203	180137	40439	inLine	Central_Guangdong	F	CAR_KIT	17	CMCC	Nokia
BABEL_BP_101_95542_20111026_183058_O6_scripted.sph	95542	20111026	183058	95542	inLine	Guangxi_and_Western_Guangdong	M	STREET	46	CMCC	LG
BABEL_BP_101_21367_20111126_130229_O5_scripted.sph	21367	20111126	130229	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_82217_20111115_190326_A1_scripted.sph	82217	20111115	190326	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_98219_20111125_153443_O1_scripted.sph	98219	20111125	153443	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_40123_20111129_180216_T2_scripted.sph	40123	20111129	180216	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_94696_20111203_185852_O6_scripted.sph	94696	20111203	185852	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_56648_20111126_181416_A1_scripted.sph	56648	20111126	181416	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_19012_20111122_170345_O1_scripted.sph	19012	20111122	170345	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_98219_20111125_153804_O6_scripted.sph	98219	20111125	153804	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_92321_20111125_150330_S4_scripted.sph	92321	20111125	150330	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_88464_20111119_191719_R1_scripted.sph	88464	20111119	191719	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_98086_20111129_154842_O3_scripted.sph	98086	20111129	154842	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_44836_20111119_152558_O7_scripted.sph	44836	20111119	152558	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_80008_20111031_165849_O5_scripted.sph	80008	20111031	165849	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_23571_20111128_225924_M1_scripted.sph	23571	20111128	225924	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_69049_20111101_220722_S4_scripted.sph	69049	20111101	220722	69049	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	51	CMCC	Nokia
BABEL_BP_101_86016_20111118_134257_SB_scripted.sph	86016	20111118	134257	86016	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Unicom	Motorola
BABEL_BP_101_59028_20111130_194503_SC_scripted.sph	59028	20111130	194503	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_98219_20111125_153853_D3_scripted.sph	98219	20111125	153853	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_36424_20111119_142337_O1_scripted.sph	36424	20111119	142337	36424	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	47	China_Unicom	Samsung
BABEL_BP_101_14054_20111119_155126_O2_scripted.sph	14054	20111119	155126	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_15873_20111026_125401_T1_scripted.sph	15873	20111026	125401	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_53985_20111027_131557_C4_scripted.sph	53985	20111027	131557	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_74395_20111117_132340_S1_scripted.sph	74395	20111117	132340	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_53985_20111027_131608_S9_scripted.sph	53985	20111027	131608	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_96630_20111104_003547_S6_scripted.sph	96630	20111104	003547	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_14729_20111114_185007_I1_scripted.sph	14729	20111114	185007	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_20408_20111101_202409_T2_scripted.sph	20408	20111101	202409	20408	inLine	Northern_Guangdong	M	PUBLIC_PLACE	18	CMCC	Nokia
BABEL_BP_101_91406_20111114_215734_O7_scripted.sph	91406	20111114	215734	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_14729_20111114_185019_S8_scripted.sph	14729	20111114	185019	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_69049_20111101_220745_L3_scripted.sph	69049	20111101	220745	69049	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	51	CMCC	Nokia
BABEL_BP_101_81486_20111027_154345_N1_scripted.sph	81486	20111027	154345	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_88464_20111119_191700_O2_scripted.sph	88464	20111119	191700	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_17933_20111120_203021_O4_scripted.sph	17933	20111120	203021	17933	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Nokia
BABEL_BP_101_81486_20111027_153519_O2_scripted.sph	81486	20111027	153519	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_96630_20111104_003500_O7_scripted.sph	96630	20111104	003500	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_88464_20111119_192303_I1_scripted.sph	88464	20111119	192303	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_19012_20111122_170651_L2_scripted.sph	19012	20111122	170651	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_38879_20111029_191933_T3_scripted.sph	38879	20111029	191933	38879	inLine	Northern_Pearl_River_Delta	M	STREET	22	CMCC	iPhone
BABEL_BP_101_95542_20111026_183544_I1_scripted.sph	95542	20111026	183544	95542	inLine	Guangxi_and_Western_Guangdong	M	STREET	46	CMCC	LG
BABEL_BP_101_38879_20111029_191730_O4_scripted.sph	38879	20111029	191730	38879	inLine	Northern_Pearl_River_Delta	M	STREET	22	CMCC	iPhone
BABEL_BP_101_11694_20111204_201925_C5_scripted.sph	11694	20111204	201925	11694	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	30	CMCC	Flyin
BABEL_BP_101_92321_20111125_150141_C4_scripted.sph	92321	20111125	150141	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_38108_20111125_150237_O3_scripted.sph	38108	20111125	150237	38108	inLine	Northern_Guangdong	M	STREET	28	CMCC	Nokia
BABEL_BP_101_22979_20111129_141025_SA_scripted.sph	22979	20111129	141025	22979	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	41	CMCC	Nokia
BABEL_BP_101_17933_20111120_203046_D2_scripted.sph	17933	20111120	203046	17933	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Nokia
BABEL_BP_101_38108_20111125_150229_C2_scripted.sph	38108	20111125	150229	38108	inLine	Northern_Guangdong	M	STREET	28	CMCC	Nokia
BABEL_BP_101_15873_20111026_125456_C1_scripted.sph	15873	20111026	125456	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_22979_20111129_140602_O3_scripted.sph	22979	20111129	140602	22979	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	41	CMCC	Nokia
BABEL_BP_101_53985_20111027_131420_T1_scripted.sph	53985	20111027	131420	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_98219_20111125_154046_O7_scripted.sph	98219	20111125	154046	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_38108_20111125_150426_S5_scripted.sph	38108	20111125	150426	38108	inLine	Northern_Guangdong	M	STREET	28	CMCC	Nokia
BABEL_BP_101_37285_20111028_000719_O4_scripted.sph	37285	20111028	000719	37285	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	35	China_Telecom	ZTE
BABEL_BP_101_56648_20111126_181324_S2_scripted.sph	56648	20111126	181324	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_37285_20111028_000918_S6_scripted.sph	37285	20111028	000918	37285	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	35	China_Telecom	ZTE
BABEL_BP_101_81486_20111027_153615_L1_scripted.sph	81486	20111027	153615	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_16617_20111030_141326_S5_scripted.sph	16617	20111030	141326	16617	inLine	Northern_Guangdong	M	VEHICLE	28	CMCC	HTC
BABEL_BP_101_98086_20111129_154952_O6_scripted.sph	98086	20111129	154952	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_96438_20111125_193611_I1_scripted.sph	96438	20111125	193611	96438	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	China_Unicom	Nokia
BABEL_BP_101_22979_20111129_141151_A1_scripted.sph	22979	20111129	141151	22979	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	41	CMCC	Nokia
BABEL_BP_101_63459_20111120_162112_S5_scripted.sph	63459	20111120	162112	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_59028_20111130_194634_S3_scripted.sph	59028	20111130	194634	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_40439_20111203_180741_T3_scripted.sph	40439	20111203	180741	40439	inLine	Central_Guangdong	F	CAR_KIT	17	CMCC	Nokia
BABEL_BP_101_98219_20111125_153646_L1_scripted.sph	98219	20111125	153646	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_44836_20111119_152150_O3_scripted.sph	44836	20111119	152150	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_68129_20111120_131225_R1_scripted.sph	68129	20111120	131225	68129	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_22979_20111129_140911_S5_scripted.sph	22979	20111129	140911	22979	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	41	CMCC	Nokia
BABEL_BP_101_40439_20111203_175935_T1_scripted.sph	40439	20111203	175935	40439	inLine	Central_Guangdong	F	CAR_KIT	17	CMCC	Nokia
BABEL_BP_101_88464_20111119_191835_C4_scripted.sph	88464	20111119	191835	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_98086_20111129_155053_S4_scripted.sph	98086	20111129	155053	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_92321_20111125_150302_S5_scripted.sph	92321	20111125	150302	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_14729_20111114_184939_N1_scripted.sph	14729	20111114	184939	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_21367_20111126_130053_C2_scripted.sph	21367	20111126	130053	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_40123_20111129_175551_L1_scripted.sph	40123	20111129	175551	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_77244_20111127_004824_S3_scripted.sph	77244	20111127	004824	77244	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	33	CMCC	HTC
BABEL_BP_101_80008_20111031_170120_A1_scripted.sph	80008	20111031	170120	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_14054_20111119_161131_S8_scripted.sph	14054	20111119	161131	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_98219_20111125_154003_D2_scripted.sph	98219	20111125	154003	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_98086_20111129_155042_D3_scripted.sph	98086	20111129	155042	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_44836_20111119_152050_R1_scripted.sph	44836	20111119	152050	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_37285_20111028_000221_D1_scripted.sph	37285	20111028	000221	37285	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	35	China_Telecom	ZTE
BABEL_BP_101_40123_20111129_175409_C6_scripted.sph	40123	20111129	175409	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_21367_20111126_130206_O6_scripted.sph	21367	20111126	130206	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_81486_20111027_154239_D2_scripted.sph	81486	20111027	154239	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_23571_20111128_225653_C6_scripted.sph	23571	20111128	225653	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_19012_20111122_170541_L1_scripted.sph	19012	20111122	170541	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
