vowel,following_phone,word,word_duration,word_transcription,following_word_transcription,begin,end,discourse,speaker,gender,speaker_mean_f0,speaker_sd_f0,speaker_median_f0,utterance_duration,utterance_num_syllables,word_type,word_frequency,utterance_mean_f0,utterance_min_f0,utterance_max_f0,following_syllable_mean_f0,following_following_syllable_mean_f0,following_following_following_syllable_mean_f0,time,F0,wp_tone,gp_tone
a,n,โชติ,0.5399999999999998,a.n.aa.k.aa.n,m.aa,1.53,1.63,TH046_97,TH046,female,203.43738515850546,25.383867702988827,199.7,0.5399999999999998,3,Content,,191.9266,179.14,230.26,198.03666666666666,185.235,187.9176923076923,1.625,200.43,N/A,2
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.355,302.39,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.365,275.14,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.375,266.22,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.385,264.9,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.395,264.29,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.405,263.85,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.415,264.63,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.425,265.11,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.435,265.44,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.445,265.35,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.455,265.75,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.465,265.36,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.475,265.55,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.485,265.2,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.495,264.8,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.505,264.85,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.515,264.61,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.525,264.69,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.535,265.03,N/A,N/A
a,ng,ัั้ง,0.5,a.ng,d.aa.j,1.3,1.55,TH047_59,TH047,female,222.41007532548792,29.849356656501456,219.28,0.5,1,,,249.72906976744187,195.03,302.39,251.0785185185185,240.13823529411764,226.284,1.545,264.78,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.795,156.35,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.805,142.67,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.815,141.82,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.825,141.97,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.835,139.44,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.845,137.25,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.855,135.97,N/A,N/A
a,p,ัับ,0.25,a.p,t.a.ng.t.xx,1.71,1.88,TH048_21,TH048,male,129.61135494596843,17.721724742984307,127.79,1.12,6,,,145.9810909090909,115.85,181.78,172.05444444444444,136.788,139.39857142857142,1.865,135.58,N/A,N/A
u,ph,ุุ,0.09999999999999964,u,ph.a.n,3.99,4.09,TH051_124,TH051,female,187.2414189510722,32.8666290362221,183.2,2.2199999999999998,9,,,179.9791082802548,154.28,207.92,194.90736842105264,185.11454545454546,178.40392857142857,4.035,197.9,N/A,N/A
u,ph,ุุ,0.09999999999999964,u,ph.a.n,3.99,4.09,TH051_124,TH051,female,187.2414189510722,32.8666290362221,183.2,2.2199999999999998,9,,,179.9791082802548,154.28,207.92,194.90736842105264,185.11454545454546,178.40392857142857,4.045,200.4,N/A,N/A
u,ph,ุุ,0.09999999999999964,u,ph.a.n,3.99,4.09,TH051_124,TH051,female,187.2414189510722,32.8666290362221,183.2,2.2199999999999998,9,,,179.9791082802548,154.28,207.92,194.90736842105264,185.11454545454546,178.40392857142857,4.055,200.72,N/A,N/A
u,ph,ุุ,0.09999999999999964,u,ph.a.n,3.99,4.09,TH051_124,TH051,female,187.2414189510722,32.8666290362221,183.2,2.2199999999999998,9,,,179.9791082802548,154.28,207.92,194.90736842105264,185.11454545454546,178.40392857142857,4.065,197.85,N/A,N/A
u,ph,ุุ,0.09999999999999964,u,ph.a.n,3.99,4.09,TH051_124,TH051,female,187.2414189510722,32.8666290362221,183.2,2.2199999999999998,9,,,179.9791082802548,154.28,207.92,194.90736842105264,185.11454545454546,178.40392857142857,4.075,193.8,N/A,N/A
u,ph,ุุ,0.09999999999999964,u,ph.a.n,3.99,4.09,TH051_124,TH051,female,187.2414189510722,32.8666290362221,183.2,2.2199999999999998,9,,,179.9791082802548,154.28,207.92,194.90736842105264,185.11454545454546,178.40392857142857,4.085,188.28,N/A,N/A
a,m,ำำ,0.1200000000000001,a.m,t.r.uua.t,3.11,3.19,TH051_73,TH051,female,187.2414189510722,32.8666290362221,183.2,1.5299999999999998,7,,,178.80430894308944,154.18,206.93,192.33714285714285,184.65,181.47041666666667,3.155,204.6,N/A,N/A
a,m,ำำ,0.1200000000000001,a.m,t.r.uua.t,3.11,3.19,TH051_73,TH051,female,187.2414189510722,32.8666290362221,183.2,1.5299999999999998,7,,,178.80430894308944,154.18,206.93,192.33714285714285,184.65,181.47041666666667,3.165,202.73,N/A,N/A
a,m,ำำ,0.1200000000000001,a.m,t.r.uua.t,3.11,3.19,TH051_73,TH051,female,187.2414189510722,32.8666290362221,183.2,1.5299999999999998,7,,,178.80430894308944,154.18,206.93,192.33714285714285,184.65,181.47041666666667,3.175,200.95,N/A,N/A
a,m,ำำ,0.1200000000000001,a.m,t.r.uua.t,3.11,3.19,TH051_73,TH051,female,187.2414189510722,32.8666290362221,183.2,1.5299999999999998,7,,,178.80430894308944,154.18,206.93,192.33714285714285,184.65,181.47041666666667,3.185,200.23,N/A,N/A
a,ng,ัั้ง,0.22999999999999998,a.ng,t.xx,2.04,2.15,TH059_89,TH059,male,117.8348757525557,17.656474525395353,117.79,2.2699999999999996,13,,,119.65373493975903,101.34,144.64,116.196,120.75076923076924,126.96444444444444,2.105,143.19,N/A,N/A
a,ng,ัั้ง,0.22999999999999998,a.ng,t.xx,2.04,2.15,TH059_89,TH059,male,117.8348757525557,17.656474525395353,117.79,2.2699999999999996,13,,,119.65373493975903,101.34,144.64,116.196,120.75076923076924,126.96444444444444,2.115,140.9,N/A,N/A
a,ng,ัั้ง,0.22999999999999998,a.ng,t.xx,2.04,2.15,TH059_89,TH059,male,117.8348757525557,17.656474525395353,117.79,2.2699999999999996,13,,,119.65373493975903,101.34,144.64,116.196,120.75076923076924,126.96444444444444,2.125,140.27,N/A,N/A
a,ng,ัั้ง,0.22999999999999998,a.ng,t.xx,2.04,2.15,TH059_89,TH059,male,117.8348757525557,17.656474525395353,117.79,2.2699999999999996,13,,,119.65373493975903,101.34,144.64,116.196,120.75076923076924,126.96444444444444,2.135,140.32,N/A,N/A
a,ng,ัั้ง,0.22999999999999998,a.ng,t.xx,2.04,2.15,TH059_89,TH059,male,117.8348757525557,17.656474525395353,117.79,2.2699999999999996,13,,,119.65373493975903,101.34,144.64,116.196,120.75076923076924,126.96444444444444,2.145,140.8,N/A,N/A
a,k,ััก,0.15000000000000036,a.k,s.v.k,9.16,9.25,TH059_22,TH059,male,117.8348757525557,17.656474525395353,117.79,0.9900000000000002,5,,,113.1978,94.01,127.54,,94.2925,108.12,9.225,121.1,N/A,N/A
a,k,ััก,0.15000000000000036,a.k,s.v.k,9.16,9.25,TH059_22,TH059,male,117.8348757525557,17.656474525395353,117.79,0.9900000000000002,5,,,113.1978,94.01,127.54,,94.2925,108.12,9.235,122.87,N/A,N/A
a,k,ััก,0.15000000000000036,a.k,s.v.k,9.16,9.25,TH059_22,TH059,male,117.8348757525557,17.656474525395353,117.79,0.9900000000000002,5,,,113.1978,94.01,127.54,,94.2925,108.12,9.245,125.44,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.375,63.51,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.385,61.99,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.395,62.02,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.405,62.22,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.415,126.75,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.425,129.89,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.435,131.06,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.445,130.8,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.455,129.6,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.465,127.68,N/A,N/A
a,z,้,0.1499999999999999,a,z.aa,1.33,1.48,TH059_114,TH059,male,117.8348757525557,17.656474525395353,117.79,5.11,28,,,113.46772151898735,55.28,141.06,121.695,133.03416666666666,112.1825,1.475,125.86,N/A,N/A
a,n,กัน,0.17999999999999972,a.n,l.xx,4.33,4.46,TH068_89,TH068,female,224.2079192971467,26.198389995729194,219.53,0.7400000000000002,4,Content,,210.06439393939394,196.9,257.29,203.7159523809524,204.0975,225.6809090909091,4.400,257.29,33,0
a,n,กัน,0.17999999999999972,a.n,l.xx,4.33,4.46,TH068_89,TH068,female,224.2079192971467,26.198389995729194,219.53,0.7400000000000002,4,Content,,210.06439393939394,196.9,257.29,203.7159523809524,204.0975,225.6809090909091,4.410,235.64,33,0
a,n,กัน,0.17999999999999972,a.n,l.xx,4.33,4.46,TH068_89,TH068,female,224.2079192971467,26.198389995729194,219.53,0.7400000000000002,4,Content,,210.06439393939394,196.9,257.29,203.7159523809524,204.0975,225.6809090909091,4.420,222.49,33,0
a,n,กัน,0.17999999999999972,a.n,l.xx,4.33,4.46,TH068_89,TH068,female,224.2079192971467,26.198389995729194,219.53,0.7400000000000002,4,Content,,210.06439393939394,196.9,257.29,203.7159523809524,204.0975,225.6809090909091,4.430,218.56,33,0
a,n,กัน,0.17999999999999972,a.n,l.xx,4.33,4.46,TH068_89,TH068,female,224.2079192971467,26.198389995729194,219.53,0.7400000000000002,4,Content,,210.06439393939394,196.9,257.29,203.7159523809524,204.0975,225.6809090909091,4.440,217.15,33,0
a,n,กัน,0.17999999999999972,a.n,l.xx,4.33,4.46,TH068_89,TH068,female,224.2079192971467,26.198389995729194,219.53,0.7400000000000002,4,Content,,210.06439393939394,196.9,257.29,203.7159523809524,204.0975,225.6809090909091,4.450,214.88,33,0
a,n,กัน,0.17999999999999972,a.n,l.xx,4.33,4.46,TH068_89,TH068,female,224.2079192971467,26.198389995729194,219.53,0.7400000000000002,4,Content,,210.06439393939394,196.9,257.29,203.7159523809524,204.0975,225.6809090909091,4.460,212.74,33,0
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.025,241.91,N/A,N/A
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.035,237.79,N/A,N/A
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.045,232.32,N/A,N/A
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.055,237.16,N/A,N/A
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.065,235.09,N/A,N/A
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.075,234.14,N/A,N/A
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.085,232.68,N/A,N/A
a,k,ััก,0.17999999999999972,a.k,w.i.ch.aa.k.aa.n,9.99,10.1,TH070_7,TH070,female,226.046292383173,25.221849591360588,223.09,2.619999999999999,10,,,207.3494495412844,169.23,260.07,232.70153846153846,236.444,209.02702702702703,10.095,232.79,N/A,N/A
a,z,้,0.0600000000000005,a,z.o.ng,4.97,5.03,TH073_94,TH073,X,199.7451261416847,21.98721623182251,197.92,3.88,20,,,205.93529644268776,108.68,292.27,223.923125,221.6653125,201.1,5.025,108.68,N/A,N/A
a,n,กัน,0.20999999999999996,a.n,th.v.ng,7.47,7.57,TH074_108,TH074,X,197.84518783011208,26.39688646058259,193.65,1.63,8,Content,,197.37083333333334,161.48,253.05,183.64666666666668,206.04076923076923,197.6381818181818,7.535,201.57,33,0
a,n,กัน,0.20999999999999996,a.n,th.v.ng,7.47,7.57,TH074_108,TH074,X,197.84518783011208,26.39688646058259,193.65,1.63,8,Content,,197.37083333333334,161.48,253.05,183.64666666666668,206.04076923076923,197.6381818181818,7.545,199.82,33,0
a,n,กัน,0.20999999999999996,a.n,th.v.ng,7.47,7.57,TH074_108,TH074,X,197.84518783011208,26.39688646058259,193.65,1.63,8,Content,,197.37083333333334,161.48,253.05,183.64666666666668,206.04076923076923,197.6381818181818,7.555,199,33,0
a,n,กัน,0.20999999999999996,a.n,th.v.ng,7.47,7.57,TH074_108,TH074,X,197.84518783011208,26.39688646058259,193.65,1.63,8,Content,,197.37083333333334,161.48,253.05,183.64666666666668,206.04076923076923,197.6381818181818,7.565,199.22,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.440,234.32,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.450,229.3,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.460,227.03,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.470,224.74,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.480,224.49,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.490,223.63,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.500,223.07,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.510,222.62,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.520,221.8,33,0
a,n,กัน,0.20000000000000018,a.n,l.x,7.38,7.53,TH078_49,TH078,female,222.7289585990385,25.81347272707748,219.75,2.5200000000000005,10,Content,,213.69282352941175,169.91,276.11,211.59227272727273,219.89777777777778,207.83818181818182,7.530,220.44,33,0
a,j,่่,0.08000000000000007,a.j,j.ii,4.06,4.11,TH082_142,TH082,male,126.3272383977687,17.071254437938887,124.75,1.6100000000000003,8,,,130.30601694915254,105.51,194.55,167.87125,156.84,110.11333333333333,4.095,171.94,N/A,N/A
a,j,่่,0.08000000000000007,a.j,j.ii,4.06,4.11,TH082_142,TH082,male,126.3272383977687,17.071254437938887,124.75,1.6100000000000003,8,,,130.30601694915254,105.51,194.55,167.87125,156.84,110.11333333333333,4.105,166.66,N/A,N/A
